model,number_of_genes,accuracy,accuracy_sd,balanced_accuracy,balanced_accuracy_sd,macro_f1,macro_f1_sd,section,ei_group
LogisticRegression,2,0.6714285714285714,0.1044909917023414,0.5206521739130434,0.08342465066000682,0.4897643561811112,0.07796183191121654,10,inhibitory
LogisticRegression,20,0.6928571428571428,0.06624013211068361,0.5017753623188406,0.06482221254828884,0.49302716607064434,0.06486626579933928,10,inhibitory
RandomForest,20,0.7,0.0662401321106836,0.49528985507246387,0.048897608944308224,0.4869045525094511,0.05450428196179502,10,inhibitory
LogisticRegression,10,0.6642857142857144,0.08630747123996124,0.49528985507246376,0.11162625410231648,0.46277821771724215,0.07211384948089955,10,inhibitory
ExtraTrees,40,0.7428571428571429,0.06144518047887588,0.49463768115942025,0.07740885853674752,0.4974511978704525,0.07667420925022483,10,inhibitory
LogisticRegression,3,0.6642857142857143,0.09476070829586858,0.49047101449275365,0.06131839356689009,0.47506804524566987,0.05827160010163033,10,inhibitory
RandomForest,40,0.6928571428571428,0.02857142857142856,0.48594202898550726,0.08645975251452508,0.477536231884058,0.06667544089697262,10,inhibitory
ExtraTrees,20,0.7142857142857143,0.07824607964359515,0.4829710144927536,0.030921530392235504,0.466981583321776,0.03718662827155976,10,inhibitory
RandomForest,2,0.6928571428571428,0.06998542122237648,0.4807608695652174,0.09498866822388488,0.48397999516011936,0.08653063803892866,10,inhibitory
RandomForest,1,0.6857142857142857,0.05248906591678237,0.4607608695652174,0.06810732677555696,0.4637331455162167,0.06214906807940141,10,inhibitory
RandomForest,3,0.6714285714285714,0.026726124191242425,0.4524275362318841,0.04850441226137759,0.45189723320158104,0.04067768744505042,10,inhibitory
RandomForest,5,0.6928571428571428,0.1186660551845439,0.4496376811594203,0.10083698509741887,0.454987012987013,0.0965982775512927,10,inhibitory
ExtraTrees,1,0.6928571428571428,0.036421567954234166,0.44427536231884057,0.0548195230663379,0.44561673294328247,0.04806018685677478,10,inhibitory
