model,number_of_genes,accuracy,accuracy_sd,balanced_accuracy,balanced_accuracy_sd,macro_f1,macro_f1_sd,section,ei_group
RandomForest,40,0.662091503267974,0.05532825473220471,0.6504761904761904,0.05829007142133088,0.6194069764658,0.07146928986065354,6,excitatory
ExtraTrees,5,0.673202614379085,0.09914410086398047,0.6488888888888888,0.09752492558885192,0.6302380952380952,0.09894334556474156,6,excitatory
RandomForest,10,0.6633986928104576,0.030235381715608824,0.646031746031746,0.031137015454575787,0.6327981277981278,0.03216816977756673,6,excitatory
ExtraTrees,10,0.6633986928104576,0.0463545705267899,0.6422222222222221,0.049391357268650814,0.6182211252799488,0.06816888085179212,6,excitatory
LogisticRegression,10,0.6627450980392157,0.0360011486377004,0.6393650793650794,0.032271836070731495,0.6083374033374034,0.05320351746464998,6,excitatory
ExtraTrees,2,0.6509803921568628,0.0471041901875222,0.6311111111111112,0.04838120234906052,0.6267147667147668,0.046591223161625374,6,excitatory
ExtraTrees,3,0.6522875816993464,0.036542903917632305,0.6288888888888888,0.03624334762288904,0.6185236985236984,0.036801162243376616,6,excitatory
LogisticRegression,40,0.6300653594771243,0.07169907829383682,0.6196825396825397,0.06817344825970775,0.617051837051837,0.06474684044850451,6,excitatory
RandomForest,20,0.6405228758169934,0.025059201977360505,0.6193650793650793,0.03313470677623217,0.6084624634624635,0.02313608437569685,6,excitatory
LogisticRegression,3,0.6183006535947712,0.06253368522805224,0.6009523809523809,0.07341231231129701,0.585966625966626,0.08088775852636056,6,excitatory
LogisticRegression,2,0.6065359477124183,0.06154211715729851,0.5898412698412698,0.07355631597664083,0.5776027676027675,0.08184248480185788,6,excitatory
RandomForest,1,0.5947712418300654,0.05947353289452194,0.583174603174603,0.04940155851156042,0.5637799237799237,0.07028577457939605,6,excitatory
ExtraTrees,1,0.5607843137254902,0.06233526283694834,0.5431746031746032,0.06029573543598412,0.5409657009657011,0.061389290160422334,6,excitatory
RandomForest,10,0.7013513513513513,0.042533591474280666,0.6642707292707293,0.059554593475586025,0.6442862556833144,0.06664507423751727,8,excitatory
RandomForest,40,0.6959459459459458,0.056381331397953705,0.64996336996337,0.06794274587486082,0.6437109065398539,0.06844591413206241,8,excitatory
RandomForest,20,0.6905405405405405,0.04118167267606588,0.6454179154179155,0.05782062398193332,0.6380333128630342,0.060342824246208134,8,excitatory
RandomForest,5,0.6738738738738739,0.0336704806742702,0.6434332334332333,0.03780702654130227,0.6226356489514384,0.04500402086121651,8,excitatory
LogisticRegression,5,0.6740240240240241,0.03675582444007899,0.6293922743922744,0.05552910371467818,0.6204725123804071,0.049661100197702465,8,excitatory
ExtraTrees,5,0.6683183183183183,0.05071297704014731,0.6293706293706294,0.0670927846637718,0.6197862298520194,0.06476695581532543,8,excitatory
RandomForest,3,0.6626126126126126,0.04311845943312711,0.6210739260739262,0.05207659316840435,0.6121088417373246,0.057784418513209417,8,excitatory
ExtraTrees,10,0.6573573573573575,0.0383768040017886,0.6169813519813521,0.06289308500903518,0.6076230144124881,0.051077330971110745,8,excitatory
ExtraTrees,20,0.6570570570570571,0.05054599133048954,0.6162820512820513,0.06718077198495773,0.6094001831501832,0.06342534526130121,8,excitatory
ExtraTrees,40,0.6572072072072073,0.052855412168446816,0.6096520146520146,0.07632223497943687,0.6003133222986163,0.07367853456802054,8,excitatory
LogisticRegression,3,0.634984984984985,0.06356052896053213,0.5922061272061272,0.064782380540353,0.5701473061109285,0.07462571269572554,8,excitatory
LogisticRegression,10,0.6295795795795796,0.03965954091378008,0.5827106227106227,0.06010467493536117,0.576890978302743,0.05681732900872204,8,excitatory
ExtraTrees,2,0.624024024024024,0.039911141370697685,0.5802214452214453,0.044019629221050086,0.562758903024955,0.05228664751329996,8,excitatory
ExtraTrees,3,0.6183183183183183,0.056294493255306714,0.5783599733599734,0.056339219756303315,0.5588588553116416,0.06411583791421555,8,excitatory
ExtraTrees,1,0.6238738738738739,0.04447334909449232,0.573967698967699,0.058419174350387314,0.5606430602134936,0.05302043805668128,8,excitatory
RandomForest,2,0.6181681681681682,0.05946325100902995,0.5697885447885447,0.06540577787485044,0.5513832916596074,0.071305268187623,8,excitatory
LogisticRegression,20,0.6073573573573573,0.04358753085251319,0.5533275058275058,0.04696851044182569,0.5498009768009768,0.04467241888043828,8,excitatory
LogisticRegression,2,0.5905405405405405,0.06470513365946676,0.542898767898768,0.07429312040490497,0.5163747877795866,0.08249922217974047,8,excitatory
LogisticRegression,40,0.5801801801801802,0.03107564038205626,0.5313519813519814,0.039165681666022426,0.529919392837013,0.03823607797635743,8,excitatory
RandomForest,1,0.5797297297297298,0.047213568101815796,0.5282559107559107,0.05563424454863961,0.5158839469210987,0.05043885640744071,8,excitatory
LogisticRegression,1,0.5521021021021021,0.050582106920644604,0.5114568764568764,0.07467833245789236,0.4476683491660272,0.05674768282177863,8,excitatory
RandomForest,40,0.7822222222222222,0.008888888888888901,0.6714285714285715,0.13894188331376364,0.6321428571428571,0.09738284431739988,9,inhibitory
ExtraTrees,1,0.76,0.11012899282990103,0.5821428571428571,0.20681932862737357,0.543531746031746,0.16722052718345987,9,inhibitory
ExtraTrees,2,0.6955555555555556,0.08243216440440625,0.5464285714285715,0.13894188331376364,0.4855672268907563,0.10250653396925873,9,inhibitory
RandomForest,1,0.671111111111111,0.10460979818613174,0.5303571428571429,0.20152479970951265,0.48438339438339445,0.1278521590309886,9,inhibitory
RandomForest,20,0.7355555555555556,0.11640711869963373,0.5214285714285715,0.1650796035559938,0.5354271708683473,0.17452510768691246,9,inhibitory
ExtraTrees,20,0.7355555555555556,0.11640711869963373,0.5214285714285715,0.1650796035559938,0.5354271708683473,0.17452510768691246,9,inhibitory
RandomForest,5,0.6733333333333333,0.12244424279071921,0.5214285714285715,0.2092869331997659,0.4990384615384616,0.15708843098054356,9,inhibitory
RandomForest,2,0.6266666666666667,0.11958776930732189,0.5071428571428571,0.1316351249570151,0.44035742035742037,0.07745211513202127,9,inhibitory
ExtraTrees,40,0.7377777777777778,0.058626248703435226,0.48392857142857143,0.10509956406830116,0.4721031746031746,0.10487064462376726,9,inhibitory
RandomForest,10,0.6711111111111112,0.20142700788666063,0.4821428571428571,0.19157976438666216,0.48876050420168066,0.17331219745964732,9,inhibitory
LogisticRegression,2,0.5666666666666667,0.08888888888888888,0.4714285714285714,0.1619397721250662,0.4116483516483516,0.0638710208614277,9,inhibitory
LogisticRegression,1,0.5644444444444443,0.10095837059200485,0.46785714285714286,0.14180415497208443,0.40941724941724944,0.0687734822752011,9,inhibitory
LogisticRegression,20,0.6755555555555555,0.057262661007667234,0.44642857142857145,0.06211616832473602,0.4322619047619048,0.048022693992757166,9,inhibitory
LogisticRegression,10,0.6288888888888888,0.09312145262114205,0.42142857142857143,0.12090222057007684,0.42153846153846153,0.09612614985731269,9,inhibitory
ExtraTrees,10,0.6266666666666667,0.1706342561817997,0.4196428571428571,0.1612095543327481,0.42642857142857143,0.14484949965747348,9,inhibitory
RandomForest,3,0.611111111111111,0.1721325931647741,0.41071428571428575,0.16761000043224739,0.41988095238095235,0.14420573769646097,9,inhibitory
ExtraTrees,5,0.6733333333333332,0.12244424279071922,0.41071428571428575,0.08432656395083997,0.3988914027149321,0.047886268227890896,9,inhibitory
LogisticRegression,3,0.5866666666666667,0.12927146286443544,0.39642857142857146,0.12145482909379965,0.39476190476190476,0.08682351061472264,9,inhibitory
LogisticRegression,40,0.6333333333333332,0.09686442096757052,0.38392857142857145,0.05841224012070044,0.3855952380952381,0.03646900961270432,9,inhibitory
LogisticRegression,5,0.5666666666666667,0.08888888888888888,0.3821428571428572,0.08268454930564446,0.38307692307692315,0.04791813652716183,9,inhibitory
ExtraTrees,3,0.611111111111111,0.17213259316477408,0.3732142857142857,0.11085820139406255,0.3716666666666667,0.07175382297209754,9,inhibitory
LogisticRegression,40,0.6061593954360452,0.01382589813512727,0.609749851859358,0.03772591255886146,0.5425509357831564,0.03390134263989641,__NA__,__NA__
ExtraTrees,40,0.540230712946449,0.015623782350945144,0.5876463240837962,0.022937077950968845,0.4584789123193219,0.031837153592069595,__NA__,__NA__
RandomForest,40,0.5047348744683771,0.009201100382804731,0.5762636647127609,0.010465571022695378,0.45335787867617244,0.019523836223329708,__NA__,__NA__
LogisticRegression,20,0.5331349750765995,0.017330416682497907,0.5644628007928466,0.034707437753664055,0.4864248840895581,0.023678821062476953,__NA__,__NA__
ExtraTrees,20,0.48512198746970314,0.011320632196161444,0.5545745898277274,0.021668809553536696,0.4212125887796909,0.025613499582832544,__NA__,__NA__
RandomForest,20,0.46451330772396765,0.017745087547297964,0.5448927925482195,0.017840548628304014,0.41468218302887916,0.02153021927700551,__NA__,__NA__
LogisticRegression,10,0.4296885718205516,0.024664099086091067,0.49640709351129564,0.02688690744846847,0.40179198328741117,0.012817452606196031,__NA__,__NA__
RandomForest,10,0.4090507385558147,0.018408482436833667,0.47524238019635934,0.018767537498319945,0.36517082896647984,0.021370260857650234,__NA__,__NA__
ExtraTrees,10,0.40432329537659484,0.02140033103349434,0.4740965985573518,0.017735454147283565,0.3404787515941233,0.01196029465630589,__NA__,__NA__
ExtraTrees,5,0.25184124479809766,0.04645357608485969,0.3978409111197308,0.022507631757998435,0.2601658508118235,0.021076104613412163,__NA__,__NA__
RandomForest,5,0.26705309370283986,0.037664335509923534,0.39361914810660625,0.010834221928329427,0.27822465700037263,0.02857996322353683,__NA__,__NA__
LogisticRegression,5,0.2427213380893584,0.048001452170223516,0.37879651078580584,0.012801638041734465,0.27340186837823166,0.02817742738892474,__NA__,__NA__
LogisticRegression,3,0.1291426578863127,0.0048848164867426975,0.31005879030398986,0.016717918381237984,0.18806680706708115,0.017352981887304886,__NA__,__NA__
ExtraTrees,3,0.15078028536150362,0.00725903813627852,0.3028559208853567,0.029798406817666837,0.18288730382148405,0.031857635163325765,__NA__,__NA__
RandomForest,3,0.1541518040883523,0.011936337444227589,0.29560676110222905,0.02637736284056532,0.19690509315796906,0.02039576444423159,__NA__,__NA__
ExtraTrees,2,0.110576439383546,0.03558234154202383,0.23291089828925102,0.03035758969477891,0.13313017693185347,0.03553156373480428,__NA__,__NA__
LogisticRegression,2,0.09094411670553801,0.009564261038809998,0.2322259518461514,0.030825032367982366,0.12978644181673216,0.017731157086877124,__NA__,__NA__
RandomForest,2,0.10279759454886359,0.031415314351937645,0.21681299009293098,0.033814602310303664,0.13907701508953935,0.03294410997433049,__NA__,__NA__
LogisticRegression,1,0.06929677139068001,0.012568901361602377,0.16875927661695736,0.03048526877491292,0.08550367868411027,0.00828029431742186,__NA__,__NA__
RandomForest,1,0.07708419078977455,0.013145451591257556,0.14445809165224058,0.013085553589183537,0.08912225207065735,0.004580062726371866,__NA__,__NA__
ExtraTrees,1,0.07437177024740475,0.011545701780080036,0.12835298983621532,0.04684005160139171,0.07708960447916927,0.02486605649521154,__NA__,__NA__
