model,number_of_genes,accuracy,accuracy_sd,balanced_accuracy,balanced_accuracy_sd,macro_f1,macro_f1_sd,section,ei_group,outer_fold
ExtraTrees,10,0.6885375494071145,0.12122601169192733,0.6841269841269841,0.14952684255340556,0.6199320124320125,0.15910829113433844,22,__NA__,2
RandomForest,20,0.7498023715415021,0.11007461618501717,0.6730158730158731,0.17179560942728814,0.6311115551115551,0.12805043273992225,22,__NA__,2
RandomForest,5,0.7051383399209487,0.1269900870676083,0.6650793650793652,0.18783888498396212,0.6388446430113096,0.1731992750610748,22,__NA__,2
LogisticRegression,3,0.6790513833992096,0.13736301031792592,0.6574603174603174,0.19827017103080466,0.5932944495118408,0.14990534061407784,22,__NA__,2
RandomForest,40,0.7055335968379447,0.07279598060535235,0.6542857142857142,0.13631732724134238,0.5876413586413587,0.09240513173263643,22,__NA__,2
ExtraTrees,20,0.7320158102766798,0.0571771612170941,0.6374603174603175,0.12897487162508825,0.6152296405169969,0.09987930755357255,22,__NA__,2
LogisticRegression,1,0.5873517786561264,0.11025755284845842,0.6114285714285714,0.2052606206718402,0.536020868020868,0.12364866713973825,22,__NA__,2
RandomForest,1,0.6853754940711463,0.1372993046748384,0.6104761904761904,0.11599949609363967,0.5863593036056804,0.12074378418397613,22,__NA__,2
LogisticRegression,2,0.5608695652173913,0.09377173595974093,0.5974603174603175,0.2021167899384074,0.5232377284551198,0.11695299404309735,22,__NA__,2
LogisticRegression,20,0.7241106719367589,0.15856946927484208,0.592063492063492,0.1481897145013817,0.5652795233440394,0.11813639859507563,22,__NA__,2
LogisticRegression,40,0.6972332015810276,0.08280986153735422,0.5911111111111111,0.1313058241310844,0.5550104216770884,0.09501913623534956,22,__NA__,2
ExtraTrees,2,0.5339920948616601,0.10716055780446192,0.5834920634920635,0.21009446099238915,0.5061118591553374,0.12620836036971306,22,__NA__,2
ExtraTrees,1,0.5861660079051384,0.16009417778530358,0.5704761904761904,0.22368813549267982,0.5332135754744451,0.16893377650028646,22,__NA__,2
LogisticRegression,40,0.8576923076923076,0.10179196533989338,0.8,0.14635488747021658,0.8042763772175536,0.13113029385205283,3,excitatory,2
LogisticRegression,2,0.8076923076923077,0.03140371465106638,0.7944444444444444,0.09558139185602917,0.7590806561859192,0.048898380892865814,3,excitatory,2
LogisticRegression,3,0.7756410256410257,0.09173612215383753,0.7722222222222221,0.111665284679121,0.7317655547067311,0.09406403005812297,3,excitatory,2
ExtraTrees,3,0.8076923076923077,0.06135121084105331,0.7583333333333334,0.09844469525927417,0.7497007223942208,0.07668082220819385,3,excitatory,2
ExtraTrees,20,0.8256410256410257,0.11434000072565793,0.7555555555555555,0.18872541946070032,0.7346773797238193,0.2005521362873658,3,excitatory,2
RandomForest,10,0.7923076923076923,0.1272141185272402,0.7472222222222221,0.18888888888888888,0.7175426534250062,0.19160348334739133,3,excitatory,2
RandomForest,5,0.7769230769230769,0.09958823838942794,0.736111111111111,0.161970885967925,0.6906117231581628,0.16396584601181532,3,excitatory,2
RandomForest,20,0.8230769230769232,0.059390947804617775,0.7333333333333334,0.14337208778404376,0.7191218241682638,0.15782866573048746,3,excitatory,2
RandomForest,40,0.8230769230769232,0.059390947804617775,0.7333333333333334,0.14337208778404376,0.7191218241682638,0.15782866573048746,3,excitatory,2
LogisticRegression,20,0.8243589743589743,0.07293057770937379,0.7333333333333332,0.07157832625958402,0.754736842105263,0.07989241594744204,3,excitatory,2
ExtraTrees,2,0.7782051282051282,0.10875543620742818,0.7222222222222222,0.11947673982003645,0.7117822966507177,0.11724395926938026,3,excitatory,2
LogisticRegression,10,0.7589743589743589,0.11107330060148961,0.711111111111111,0.17795130420052185,0.6781979458450047,0.17373983795643205,3,excitatory,2
ExtraTrees,5,0.7615384615384615,0.125837104976327,0.6972222222222222,0.15475986974649023,0.6923477812177502,0.13987616943595596,3,excitatory,2
RandomForest,2,0.7615384615384615,0.10536246569899668,0.6888888888888889,0.1577719091240325,0.655647228588405,0.1650175564398372,3,excitatory,2
LogisticRegression,5,0.7294871794871794,0.12145025469528246,0.6888888888888889,0.17338318371474704,0.6424906629318394,0.1654106108210967,3,excitatory,2
ExtraTrees,40,0.7923076923076924,0.07677335857220445,0.6888888888888888,0.11573703697777586,0.6851378446115288,0.15004332564088732,3,excitatory,2
RandomForest,3,0.7269230769230769,0.07709382758139954,0.6805555555555556,0.1242259987499883,0.6357797903850535,0.12665223541349035,3,excitatory,2
ExtraTrees,10,0.7628205128205129,0.17447205985850256,0.675,0.21037884698623874,0.6636689763624748,0.22363318711262184,3,excitatory,2
LogisticRegression,1,0.6961538461538461,0.1288190429444151,0.6583333333333333,0.15355861067872503,0.6156568740856667,0.15748237205062768,3,excitatory,2
ExtraTrees,1,0.7128205128205127,0.12319705675420743,0.6055555555555555,0.18100371730716566,0.5890424590888986,0.17350500558889287,3,excitatory,2
RandomForest,1,0.6807692307692307,0.12694250045627245,0.5833333333333333,0.1848840143588193,0.5648653496486313,0.17506604347487786,3,excitatory,2
LogisticRegression,1,0.9743589743589745,0.03626188621469472,0.986111111111111,0.01964185503295969,0.9371980676328503,0.08881534449686102,4,inhibitory,2
RandomForest,1,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
ExtraTrees,1,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
LogisticRegression,2,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
RandomForest,2,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
LogisticRegression,3,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
RandomForest,3,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
LogisticRegression,5,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
LogisticRegression,10,0.9487179487179488,0.03626188621469472,0.8194444444444443,0.22652092264305682,0.763864734299517,0.2149551528878518,4,inhibitory,2
RandomForest,5,0.9487179487179488,0.03626188621469472,0.6666666666666666,0.23570226039551584,0.6533333333333333,0.2451303508113365,4,inhibitory,2
ExtraTrees,2,0.923076923076923,1.1102230246251565e-16,0.6527777777777778,0.21606040536255616,0.5905314009661836,0.15631500631447548,4,inhibitory,2
ExtraTrees,3,0.923076923076923,1.1102230246251565e-16,0.6527777777777778,0.21606040536255616,0.5905314009661836,0.15631500631447548,4,inhibitory,2
ExtraTrees,5,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
RandomForest,10,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
ExtraTrees,10,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
RandomForest,20,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
ExtraTrees,20,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
LogisticRegression,40,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
RandomForest,40,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
ExtraTrees,40,0.923076923076923,1.1102230246251565e-16,0.5,0.0,0.48,0.0,4,inhibitory,2
LogisticRegression,20,0.8974358974358975,0.036261886214694776,0.4861111111111111,0.019641855032959663,0.47277777777777774,0.01021376461713902,4,inhibitory,2
LogisticRegression,1,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,1,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,1,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
LogisticRegression,2,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,2,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,2,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
LogisticRegression,3,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,3,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,3,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
LogisticRegression,5,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,5,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,5,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
LogisticRegression,10,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,10,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,10,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,20,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,20,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
RandomForest,40,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
ExtraTrees,40,0.9818181818181818,0.036363636363636376,0.9833333333333334,0.033333333333333305,0.9818181818181818,0.036363636363636376,5,excitatory,2
LogisticRegression,20,0.9636363636363636,0.04453617714151235,0.9583333333333334,0.05270462766947298,0.9608658008658008,0.048129184056836055,5,excitatory,2
LogisticRegression,40,0.9454545454545455,0.04453617714151235,0.9440476190476191,0.04902681019517618,0.942062382062382,0.04752871890815473,5,excitatory,2
LogisticRegression,5,0.7166666666666667,0.08498365855987976,0.7122222222222222,0.07596295393394314,0.7087301587301587,0.07831045322885083,6,excitatory,2
LogisticRegression,10,0.7000000000000001,0.09999999999999999,0.6922222222222223,0.09568466729604877,0.6838768638768637,0.09983195817670006,6,excitatory,2
ExtraTrees,20,0.6833333333333333,0.097182531580755,0.6866666666666668,0.09392668535736914,0.6455747955747955,0.10855766552779078,6,excitatory,2
RandomForest,20,0.6666666666666666,0.09128709291752769,0.6733333333333333,0.08602325267042628,0.622077922077922,0.10439709058268408,6,excitatory,2
LogisticRegression,1,0.6833333333333333,0.11055415967851334,0.6733333333333332,0.11107777277627723,0.6703174603174602,0.10735088564153612,6,excitatory,2
RandomForest,40,0.6666666666666667,0.09128709291752769,0.6677777777777778,0.09029444290626687,0.6303848003848003,0.10664839766869294,6,excitatory,2
ExtraTrees,10,0.6666666666666666,0.13944333775567924,0.6644444444444444,0.14083525091834986,0.6406349206349206,0.14916446558378085,6,excitatory,2
LogisticRegression,3,0.6666666666666667,0.09128709291752769,0.6622222222222222,0.08023114754904749,0.6404377104377104,0.09516490597070537,6,excitatory,2
LogisticRegression,2,0.65,0.11055415967851333,0.6399999999999999,0.10803520231050436,0.6241414141414141,0.11428363357529868,6,excitatory,2
LogisticRegression,20,0.6333333333333332,0.06666666666666665,0.6377777777777777,0.045188220905917245,0.6121693121693121,0.05926398318283957,6,excitatory,2
ExtraTrees,5,0.65,0.12247448713915891,0.6366666666666666,0.11949482141782969,0.6134535834535835,0.1373700301169257,6,excitatory,2
ExtraTrees,40,0.6333333333333333,0.04082482904638626,0.62,0.04015402444353919,0.6034920634920635,0.0346915687317694,6,excitatory,2
RandomForest,10,0.6166666666666668,0.11303883305208781,0.6177777777777779,0.1119082516623482,0.5793410293410293,0.11703519620533218,6,excitatory,2
ExtraTrees,2,0.6333333333333333,0.04082482904638626,0.6144444444444445,0.038264834128272335,0.5894853294853295,0.06190922492006201,6,excitatory,2
RandomForest,5,0.6166666666666667,0.08498365855987974,0.6122222222222222,0.07498147919467994,0.586945646945647,0.08408597000705906,6,excitatory,2
LogisticRegression,40,0.6166666666666666,0.1452966314513558,0.6066666666666666,0.14104547905017667,0.603068783068783,0.1302518916392702,6,excitatory,2
ExtraTrees,1,0.6166666666666667,0.04082482904638626,0.6011111111111112,0.032848323331321046,0.5913227513227512,0.04354416992193066,6,excitatory,2
RandomForest,2,0.5833333333333334,0.10540925533894598,0.5622222222222223,0.11676715249261914,0.544035594035594,0.11587601085598503,6,excitatory,2
RandomForest,3,0.5666666666666667,0.0816496580927726,0.5455555555555556,0.09212176590299616,0.5059403559403559,0.061984316926116466,6,excitatory,2
RandomForest,1,0.5666666666666667,0.0816496580927726,0.54,0.08666666666666667,0.5238624338624338,0.07872055753028274,6,excitatory,2
ExtraTrees,3,0.55,0.06666666666666667,0.5255555555555556,0.049266220616434174,0.48858585858585857,0.029745030854319805,6,excitatory,2
RandomForest,5,0.6916666666666667,0.07728015412913085,0.6501785714285714,0.07736987100141444,0.6389178490068582,0.09668392439524803,8,excitatory,2
RandomForest,40,0.6916666666666667,0.08164965809277261,0.6466071428571428,0.08495647144753796,0.6366213056809031,0.08932206928194765,8,excitatory,2
ExtraTrees,5,0.6833333333333333,0.08975274678557507,0.6376785714285714,0.09824090548342927,0.625220157809167,0.11228056209041265,8,excitatory,2
RandomForest,10,0.675,0.06666666666666667,0.6298214285714286,0.06717609359750246,0.6156435772689643,0.07715465348894483,8,excitatory,2
ExtraTrees,40,0.6666666666666666,0.045643546458763846,0.6160515873015873,0.06533590069307349,0.6060169130834765,0.07766142098344217,8,excitatory,2
ExtraTrees,10,0.6666666666666667,0.05892556509887895,0.6151785714285715,0.0763317143279574,0.6021130881502399,0.08647931582315875,8,excitatory,2
LogisticRegression,10,0.65,0.08579691784155834,0.6140674603174603,0.1093509678273449,0.6063369963369963,0.10997159143369581,8,excitatory,2
ExtraTrees,20,0.6666666666666667,0.052704627669472995,0.6139087301587302,0.07351854231756688,0.6028816273166118,0.08890638046921764,8,excitatory,2
LogisticRegression,3,0.6583333333333333,0.0927960727138337,0.6133730158730157,0.09701140083600623,0.5986138422980528,0.11777234994047733,8,excitatory,2
LogisticRegression,5,0.65,0.08579691784155835,0.6131746031746032,0.09357859740703632,0.6026086495204142,0.10456528692956481,8,excitatory,2
ExtraTrees,2,0.6583333333333333,0.09646530752325187,0.6130357142857144,0.12066672774080463,0.5950865903961879,0.13398084905965166,8,excitatory,2
RandomForest,20,0.6666666666666667,0.09128709291752769,0.6116071428571428,0.09863869340545166,0.5961241639337616,0.11186958489017158,8,excitatory,2
RandomForest,3,0.6666666666666666,0.09501461875826152,0.6069642857142857,0.11523932506230818,0.598271689610699,0.12406444855316155,8,excitatory,2
ExtraTrees,3,0.6583333333333333,0.08498365855987976,0.5969642857142857,0.10553798039626518,0.591760072143199,0.11823387146699191,8,excitatory,2
ExtraTrees,1,0.6333333333333334,0.07637626158259735,0.5830357142857142,0.10197038385567385,0.5661087626683602,0.08942196858122514,8,excitatory,2
LogisticRegression,20,0.6083333333333334,0.10736748938937606,0.5687103174603175,0.1373833594463277,0.5546588280140912,0.14438606138215576,8,excitatory,2
RandomForest,2,0.6166666666666666,0.09279607271383372,0.5505357142857142,0.12664932301598836,0.5469118729567646,0.1239803762328048,8,excitatory,2
LogisticRegression,40,0.5916666666666666,0.0927960727138337,0.5504166666666667,0.13034926651086065,0.53960038241772,0.11541232516394044,8,excitatory,2
RandomForest,1,0.6,0.07264831572567788,0.5280357142857143,0.10840859499775725,0.5181627707517802,0.09892527913506585,8,excitatory,2
LogisticRegression,2,0.5833333333333334,0.0950146187582615,0.5196428571428571,0.11760253884528658,0.5033792454535488,0.12939728607488224,8,excitatory,2
LogisticRegression,1,0.5333333333333334,0.06666666666666668,0.45375,0.07736987100141444,0.4300729928825904,0.058685500111186104,8,excitatory,2
RandomForest,40,0.7761904761904762,0.0715871256112996,0.6399999999999999,0.21540659228538014,0.5653535353535353,0.174342263886423,9,inhibitory,2
RandomForest,1,0.7142857142857143,0.2347382389307855,0.6,0.30331501776206204,0.5691919191919192,0.27798706532666173,9,inhibitory,2
ExtraTrees,1,0.7142857142857143,0.2347382389307855,0.6,0.30331501776206204,0.5691919191919192,0.27798706532666173,9,inhibitory,2
ExtraTrees,40,0.8428571428571429,0.09110060223670947,0.6,0.2,0.556060606060606,0.2224539654816116,9,inhibitory,2
ExtraTrees,2,0.7428571428571429,0.2240626734479732,0.54,0.2576819745345025,0.5151515151515151,0.25394047877109716,9,inhibitory,2
RandomForest,2,0.7142857142857143,0.18132793109199782,0.52,0.24819347291981714,0.5103030303030303,0.24815647186218834,9,inhibitory,2
RandomForest,3,0.7142857142857143,0.18132793109199782,0.52,0.24819347291981714,0.5103030303030303,0.24815647186218834,9,inhibitory,2
LogisticRegression,2,0.719047619047619,0.15893637398360608,0.52,0.16000000000000003,0.4577272727272727,0.10284787771467735,9,inhibitory,2
ExtraTrees,3,0.6857142857142857,0.257935286932397,0.5,0.27568097504180444,0.4918181818181818,0.26694475857793387,9,inhibitory,2
RandomForest,5,0.6761904761904762,0.1071163988495428,0.5,0.20976176963403032,0.4655555555555556,0.15871396742816968,9,inhibitory,2
ExtraTrees,5,0.6761904761904762,0.1502831794100905,0.5,0.21908902300206645,0.46313131313131317,0.16427422754195703,9,inhibitory,2
ExtraTrees,20,0.8095238095238095,0.04761904761904762,0.5,0.0,0.44696969696969696,0.015151515151515136,9,inhibitory,2
LogisticRegression,20,0.7428571428571429,0.0758922735738535,0.48999999999999994,0.09165151389911681,0.4718181818181818,0.09237007851549481,9,inhibitory,2
RandomForest,20,0.7761904761904762,0.0715871256112996,0.48,0.039999999999999994,0.43606060606060604,0.023244616861533444,9,inhibitory,2
LogisticRegression,40,0.7428571428571429,0.12988744473319866,0.45999999999999996,0.08,0.42272727272727273,0.04704295362503037,9,inhibitory,2
LogisticRegression,10,0.6761904761904761,0.10711639884954281,0.45,0.11832159566199234,0.44757575757575757,0.1082611541703472,9,inhibitory,2
ExtraTrees,10,0.7095238095238094,0.06459361888690734,0.43999999999999995,0.04898979485566355,0.41424242424242425,0.021160109394055854,9,inhibitory,2
LogisticRegression,3,0.6857142857142857,0.182201204473419,0.42000000000000004,0.09797958971132713,0.3993939393939394,0.06836406619250218,9,inhibitory,2
RandomForest,10,0.6095238095238095,0.1393213222697885,0.38,0.09797958971132713,0.37333333333333335,0.06200358412579426,9,inhibitory,2
LogisticRegression,1,0.6142857142857143,0.19483116709979797,0.38,0.11661903789690602,0.3712121212121212,0.07755444783072561,9,inhibitory,2
LogisticRegression,5,0.5857142857142856,0.14646244284980667,0.36,0.08,0.3642424242424242,0.0556256674210122,9,inhibitory,2
ExtraTrees,40,0.5164891087836535,0.030223305422588193,0.5734493211692441,0.04011253552715719,0.4553629111043275,0.03471836111446248,__NA__,__NA__,2
RandomForest,40,0.5073661890381032,0.022899857729475587,0.5678715353427275,0.023375227862187046,0.45112326595092134,0.01649339024650247,__NA__,__NA__,2
LogisticRegression,40,0.5748390413159417,0.02316206810922383,0.5638468268266208,0.031646228425832985,0.5106176570574784,0.037745196051952874,__NA__,__NA__,2
LogisticRegression,20,0.5129306688941722,0.024315554723426194,0.5477365299412702,0.02891167561651134,0.47692466749587803,0.025914062508937664,__NA__,__NA__,2
ExtraTrees,20,0.4819829081796569,0.016575693461095668,0.5471434288629247,0.03794784386753949,0.4156935140705585,0.024792249336869944,__NA__,__NA__,2
RandomForest,20,0.47133586069523875,0.016280290688772694,0.5330012864521492,0.02044078117478618,0.42307043591096977,0.020281433650342948,__NA__,__NA__,2
LogisticRegression,10,0.41959647882798945,0.014918573174688546,0.4835557906339306,0.02614678650159195,0.39792484540205625,0.0210093500113239,__NA__,__NA__,2
ExtraTrees,10,0.38560174773501255,0.018991123588380246,0.47530862536386087,0.025965536982988275,0.35164166669920655,0.010620412441399921,__NA__,__NA__,2
RandomForest,10,0.3932121056351603,0.028355268792117826,0.47139032413294923,0.021867493253843913,0.36628754536409047,0.01305698573199277,__NA__,__NA__,2
RandomForest,5,0.2420381674484354,0.07196232077052181,0.36589971698510937,0.014688496731259328,0.2754076343161308,0.03553373949255937,__NA__,__NA__,2
LogisticRegression,5,0.21817515903103518,0.04234152619347248,0.3504007872842647,0.019302687466490106,0.26420413826029426,0.016958503490942887,__NA__,__NA__,2
ExtraTrees,5,0.2232500160637409,0.028669657153000502,0.33496812636529605,0.014976866634766267,0.2179714351275507,0.02503747378159266,__NA__,__NA__,2
LogisticRegression,3,0.11974298014521623,0.007171105666900091,0.28841814596901805,0.01873655518307426,0.1892358527074069,0.010884460332825351,__NA__,__NA__,2
ExtraTrees,3,0.15525541348069138,0.010136853460490172,0.28626551715645965,0.0206656872553913,0.18302880959437737,0.014447671573047525,__NA__,__NA__,2
RandomForest,3,0.12784810126582277,0.011346880808616403,0.268585773883739,0.01786839508926311,0.1905105752707571,0.011907623671090403,__NA__,__NA__,2
LogisticRegression,2,0.09386750626485896,0.008555624638618385,0.2431233236712953,0.014500357429163857,0.15055023624922997,0.019921115874349374,__NA__,__NA__,2
ExtraTrees,2,0.138510569941528,0.017934081628643607,0.22665142741299746,0.02341609434351862,0.14696797823200697,0.01882114505384807,__NA__,__NA__,2
RandomForest,2,0.10654629570134293,0.017071852149947022,0.2257973635107236,0.027140014109319727,0.15594951013855057,0.011361354606889768,__NA__,__NA__,2
RandomForest,1,0.0664550536528947,0.011667917725065525,0.15408807353789775,0.013605524275369036,0.09761881089070688,0.013980485181748423,__NA__,__NA__,2
LogisticRegression,1,0.059366446057957975,0.012722048856227281,0.15383622914492884,0.02114007019656909,0.08325484781900085,0.0038086180307453166,__NA__,__NA__,2
ExtraTrees,1,0.07255156460836601,0.010473692637303548,0.1363014620295036,0.0371765169549124,0.0822703448281531,0.025894191962459987,__NA__,__NA__,2
LogisticRegression,20,0.53125,0.05412658773652741,0.40265151515151515,0.1042712973139117,0.3356060606060606,0.10546776954701914,10,excitatory,3
LogisticRegression,2,0.4375,0.11692679333668567,0.39356060606060606,0.12948396999184295,0.30344304388422033,0.10966425496268177,10,excitatory,3
LogisticRegression,1,0.40625,0.11267347735824966,0.38522727272727275,0.15436105680703882,0.2929042770954536,0.12357727302050074,10,excitatory,3
RandomForest,20,0.515625,0.027063293868263706,0.3710227272727273,0.10519175366456548,0.33568154369784803,0.05730359586111841,10,excitatory,3
ExtraTrees,20,0.640625,0.08118988160479113,0.36117424242424245,0.14813790539612579,0.31599637681159415,0.13607026119402973,10,excitatory,3
ExtraTrees,1,0.453125,0.06810779599282303,0.3507575757575757,0.11428351081766676,0.27256652661064423,0.061543534575545615,10,excitatory,3
ExtraTrees,10,0.625,0.04419417382415922,0.3397727272727273,0.11251147783505513,0.3216979578392622,0.11806599017594643,10,excitatory,3
ExtraTrees,2,0.453125,0.08118988160479113,0.33617424242424243,0.1465418395282495,0.26780492898913955,0.08503957317991817,10,excitatory,3
RandomForest,1,0.4375,0.09882117688026186,0.3340909090909091,0.09197762184417575,0.2580700549450549,0.050245676141825645,10,excitatory,3
LogisticRegression,5,0.453125,0.06810779599282303,0.33238636363636365,0.13236929269570163,0.27847222222222223,0.09581438366331041,10,excitatory,3
RandomForest,40,0.5625,0.07654655446197431,0.3318181818181818,0.08018144025197817,0.345596049164413,0.08361396146879371,10,excitatory,3
LogisticRegression,40,0.515625,0.08118988160479113,0.32973484848484846,0.18037254755473903,0.349024797666102,0.1898587967128262,10,excitatory,3
RandomForest,2,0.453125,0.0924387466109315,0.3251893939393939,0.11734280533823309,0.2718404467049978,0.06196864222060331,10,excitatory,3
LogisticRegression,3,0.40625,0.11267347735824966,0.3143939393939394,0.07604113598441185,0.2586475379625534,0.07500690304543385,10,excitatory,3
ExtraTrees,40,0.625,0.04419417382415922,0.30435606060606063,0.13482760201768856,0.252566889632107,0.1115910191291104,10,excitatory,3
LogisticRegression,10,0.46875,0.06987712429686843,0.2975378787878788,0.12321425897883119,0.284375,0.1014810036273894,10,excitatory,3
RandomForest,3,0.4375,0.07654655446197431,0.2799242424242424,0.10689807349779054,0.2422877045555064,0.05638757094289919,10,excitatory,3
RandomForest,5,0.46875,0.09375,0.2755681818181818,0.08913092889803122,0.23365038538472038,0.03528178280615264,10,excitatory,3
ExtraTrees,5,0.515625,0.08118988160479113,0.2628787878787879,0.07958873281554729,0.22940423976608187,0.05120994584016068,10,excitatory,3
RandomForest,10,0.4375,0.09882117688026186,0.24450757575757576,0.08221595053854722,0.2471002037178508,0.06890087957657148,10,excitatory,3
ExtraTrees,3,0.46875,0.06987712429686843,0.234469696969697,0.05593120815710744,0.2315160533910534,0.04864678047689868,10,excitatory,3
ExtraTrees,40,0.7836257309941519,0.08681798156676321,0.5591666666666667,0.12281846359566626,0.5595784457478006,0.1269970806196313,10,inhibitory,3
RandomForest,40,0.7298245614035088,0.09821428071774317,0.5112499999999999,0.11841399832790038,0.5247267466497166,0.12341434549910198,10,inhibitory,3
RandomForest,3,0.727485380116959,0.052644572794979666,0.51,0.09054618220063787,0.5092532467532467,0.08541740970404957,10,inhibitory,3
LogisticRegression,5,0.6643274853801169,0.08774658445009648,0.49874999999999997,0.09804158698112642,0.4783330889540567,0.07801717757445648,10,inhibitory,3
LogisticRegression,3,0.5684210526315789,0.1677924428821987,0.49625,0.21347570119336767,0.46417076027420856,0.15938484632802435,10,inhibitory,3
ExtraTrees,10,0.7514619883040936,0.13317421509931962,0.49624999999999997,0.12708265027138835,0.5078963826910075,0.1353508885770303,10,inhibitory,3
LogisticRegression,40,0.6853801169590643,0.1039982479668697,0.48583333333333323,0.13122949575288154,0.4988569309815139,0.11682932978552221,10,inhibitory,3
ExtraTrees,20,0.7292397660818712,0.11918352470509472,0.48374999999999996,0.10694949483024425,0.4818551276309897,0.10257469162527436,10,inhibitory,3
RandomForest,2,0.672514619883041,0.07424828186247429,0.4770833333333333,0.08349983366583565,0.474885531135531,0.07707705241868895,10,inhibitory,3
ExtraTrees,5,0.7076023391812866,0.04832971581612723,0.47125000000000006,0.08539532253648971,0.4701612903225807,0.0799095482411461,10,inhibitory,3
ExtraTrees,1,0.7064327485380117,0.09908096548282201,0.47041666666666665,0.12242769975241169,0.483975460949877,0.11953893168735669,10,inhibitory,3
ExtraTrees,2,0.6947368421052632,0.05936752703256365,0.46416666666666667,0.10205696938475096,0.4692754515599343,0.09240672143552706,10,inhibitory,3
RandomForest,1,0.6502923976608187,0.09477654211131656,0.46374999999999994,0.08141116494546541,0.4605614478114478,0.07764391226820555,10,inhibitory,3
LogisticRegression,10,0.6426900584795321,0.10786898058637502,0.45958333333333334,0.11100550536897807,0.4666031583050493,0.10438329563805299,10,inhibitory,3
RandomForest,5,0.6754385964912281,0.10351042388082782,0.4520833333333333,0.11811599759934675,0.46402113459399336,0.11161289491147199,10,inhibitory,3
RandomForest,20,0.7076023391812866,0.09741714180677007,0.44416666666666665,0.08465001476668506,0.44004688952130555,0.0695910766061439,10,inhibitory,3
