model,number_of_genes,accuracy_mean,accuracy_sd,balanced_accuracy_mean,balanced_accuracy_sd,macro_f1_mean,macro_f1_sd
RandomForest,20,0.6801307189542485,0.07717578865029853,0.6695873015873016,0.07703458336693662,0.6536224146224145,0.08072586077195139
ExtraTrees,20,0.6784313725490196,0.07604765453436226,0.6657142857142857,0.07738742341685124,0.6439175639175637,0.0861084170882587
ExtraTrees,40,0.6806535947712419,0.07297771240422261,0.6656507936507936,0.07471572732227834,0.644037925037925,0.08388267394102941
RandomForest,40,0.6760784313725491,0.06347155707732119,0.6634920634920636,0.06521163484550886,0.6467418137418137,0.06909629474851353
RandomForest,10,0.6670588235294116,0.06545300497736102,0.6535238095238094,0.06668407935863926,0.6318732008732009,0.07140937681972208
RandomForest,2,0.6626143790849673,0.0559522935025086,0.6519999999999999,0.06446130047756761,0.578796747914395,0.07105516049333231
LogisticRegression,20,0.662483660130719,0.08330972368357274,0.650920634920635,0.08056604982859483,0.6406055796055797,0.08455124968517205
RandomForest,3,0.6606535947712417,0.07151820230938458,0.6474285714285715,0.07706681208417367,0.5961040332216803,0.08430516133225141
ExtraTrees,1,0.6401307189542484,0.030479108170325224,0.6463492063492063,0.025004912593670083,0.5243739102314953,0.023849935199055164
LogisticRegression,10,0.6583006535947712,0.0616467040297573,0.6455873015873016,0.06605542920828808,0.6283813593813594,0.06515732162770611
LogisticRegression,1,0.6377777777777778,0.032081850977104365,0.6419047619047619,0.030310395586742866,0.5219612118187968,0.026669261792995093
RandomForest,1,0.6377777777777778,0.032081850977104365,0.6419047619047619,0.030310395586742866,0.5219612118187968,0.026669261792995093
ExtraTrees,2,0.6512418300653596,0.06338534998735731,0.6404444444444444,0.06984144300122834,0.565996308702191,0.07644387927272044
ExtraTrees,10,0.6534640522875818,0.05671967577384222,0.6398730158730159,0.0579542395131799,0.6073921808039455,0.07173881646806574
ExtraTrees,3,0.6538562091503269,0.07934069818284505,0.6358730158730158,0.08372891746616237,0.5941925373101844,0.09117855489517261
ExtraTrees,5,0.649281045751634,0.07994572895371027,0.6354285714285713,0.08121367106498047,0.5970409938645233,0.09739049553900873
RandomForest,5,0.6402614379084968,0.08104005883443019,0.6256507936507937,0.08196832773901493,0.5877088445323739,0.09742784454980662
LogisticRegression,5,0.6363398692810457,0.06540207762003078,0.6232380952380953,0.06750774056753145,0.5932771281006575,0.08140661046935736
LogisticRegression,3,0.6177777777777778,0.06006304802567801,0.6014603174603174,0.06193474243495125,0.5547100307100308,0.06006550061863295
LogisticRegression,2,0.6154248366013072,0.050843792189781474,0.5996825396825396,0.054629008285281076,0.5351244659479952,0.03816490675684036
LogisticRegression,40,0.6086274509803922,0.08571954604486746,0.5972698412698412,0.08620146090368747,0.587937210937211,0.08467936533190304
